strain	genbank_accession	date	country	location	length	host	bioproject_accession	biosample_accession	sra_accession	authors	publications	Nextstrain_lineage
23MPX1447C|PQ221774.1|2023-09-12	PQ221774.1	2023-09-12	Democratic Republic of the Congo	Sud-Ubangi,Bokonzi	196771	Homo sapiens			23MPX1447C	Kinganda Lusamaki,E., Amuri Aziza,A., Luakanda Ndelemo,G., Hasivirwe Vakaniaki,E., Fernandez Nunez,N., Pratt,C.B., Akil Bandali,P., Makangara Cigolo,J.-C., Hoff,N.A., Sabiti Nundu,S., Mulopo Mukanya,N., Ngimba,M., Modrada Madakpa,B., Diavita,R., Paku Tshambu,P., Pukuta Simbu,E., Merritt,S., O'Toole,A., Low,N., Nkuba Ndaye,A., Kavunga Membo,H., Shongo,R., Malembi,E., Kalonji,T., Kacita,C., Lokilo Lofiko,E., Kavira Bapitani,S., Rilia,O., Muswamba,P.-C., Muyembe Mawete,F., Lumembe,R., Kabamba,G., Kenye,M., Citenga,A., Cikaya,F., Yungwe,Z., Matondo,M., Kasongo,F., Tshiminyi,P., Bulabula,J., Nkawa,F., Muhindo Milonde,E., Kavira Kamaliro,A., Paluku Kalimuli,Z., Bodisa Matamu,T., Mubalama Mufungizi,J., Wiley,M.R., Devos,E., Bangwen,E., Brosius,I., Parker,E., Pilarowski,G., Liesenborghs,L., Wawina Bokalanga,T., Vercauteren,K., Mukadi Bamuleka,D., Subissi,L., Muyembe,J.-J., Kindrachuk,J., Guichet,E., Ayouba,A., Rambaut,A., Delaporte,E., Tessema,S.K., D'Ortenzio,E., Rimoin,A.W., Hensley,L.E., Mbala Kingebeni,P., Peeters,M., Ahuka Mundeke,S.		
23MPX1448C|PQ221775.1|2023-08-27	PQ221775.1	2023-08-27	Democratic Republic of the Congo	Sud-Ubangi,Bulu	196871	Homo sapiens			23MPX1448C	Kinganda Lusamaki,E., Amuri Aziza,A., Luakanda Ndelemo,G., Hasivirwe Vakaniaki,E., Fernandez Nunez,N., Pratt,C.B., Akil Bandali,P., Makangara Cigolo,J.-C., Hoff,N.A., Sabiti Nundu,S., Mulopo Mukanya,N., Ngimba,M., Modrada Madakpa,B., Diavita,R., Paku Tshambu,P., Pukuta Simbu,E., Merritt,S., O'Toole,A., Low,N., Nkuba Ndaye,A., Kavunga Membo,H., Shongo,R., Malembi,E., Kalonji,T., Kacita,C., Lokilo Lofiko,E., Kavira Bapitani,S., Rilia,O., Muswamba,P.-C., Muyembe Mawete,F., Lumembe,R., Kabamba,G., Kenye,M., Citenga,A., Cikaya,F., Yungwe,Z., Matondo,M., Kasongo,F., Tshiminyi,P., Bulabula,J., Nkawa,F., Muhindo Milonde,E., Kavira Kamaliro,A., Paluku Kalimuli,Z., Bodisa Matamu,T., Mubalama Mufungizi,J., Wiley,M.R., Devos,E., Bangwen,E., Brosius,I., Parker,E., Pilarowski,G., Liesenborghs,L., Wawina Bokalanga,T., Vercauteren,K., Mukadi Bamuleka,D., Subissi,L., Muyembe,J.-J., Kindrachuk,J., Guichet,E., Ayouba,A., Rambaut,A., Delaporte,E., Tessema,S.K., D'Ortenzio,E., Rimoin,A.W., Hensley,L.E., Mbala Kingebeni,P., Peeters,M., Ahuka Mundeke,S.		
23MPX1449V|PQ221776.1|2023-08-27	PQ221776.1	2023-08-27	Democratic Republic of the Congo	Sud-Ubangi,Bulu	196711	Homo sapiens			23MPX1449V	Kinganda Lusamaki,E., Amuri Aziza,A., Luakanda Ndelemo,G., Hasivirwe Vakaniaki,E., Fernandez Nunez,N., Pratt,C.B., Akil Bandali,P., Makangara Cigolo,J.-C., Hoff,N.A., Sabiti Nundu,S., Mulopo Mukanya,N., Ngimba,M., Modrada Madakpa,B., Diavita,R., Paku Tshambu,P., Pukuta Simbu,E., Merritt,S., O'Toole,A., Low,N., Nkuba Ndaye,A., Kavunga Membo,H., Shongo,R., Malembi,E., Kalonji,T., Kacita,C., Lokilo Lofiko,E., Kavira Bapitani,S., Rilia,O., Muswamba,P.-C., Muyembe Mawete,F., Lumembe,R., Kabamba,G., Kenye,M., Citenga,A., Cikaya,F., Yungwe,Z., Matondo,M., Kasongo,F., Tshiminyi,P., Bulabula,J., Nkawa,F., Muhindo Milonde,E., Kavira Kamaliro,A., Paluku Kalimuli,Z., Bodisa Matamu,T., Mubalama Mufungizi,J., Wiley,M.R., Devos,E., Bangwen,E., Brosius,I., Parker,E., Pilarowski,G., Liesenborghs,L., Wawina Bokalanga,T., Vercauteren,K., Mukadi Bamuleka,D., Subissi,L., Muyembe,J.-J., Kindrachuk,J., Guichet,E., Ayouba,A., Rambaut,A., Delaporte,E., Tessema,S.K., D'Ortenzio,E., Rimoin,A.W., Hensley,L.E., Mbala Kingebeni,P., Peeters,M., Ahuka Mundeke,S.		
23MPX1452V|PQ221777.1|2023-09-19	PQ221777.1	2023-09-19	Democratic Republic of the Congo	Kwilu,Bagata	196646	Homo sapiens			23MPX1452V	Kinganda Lusamaki,E., Amuri Aziza,A., Luakanda Ndelemo,G., Hasivirwe Vakaniaki,E., Fernandez Nunez,N., Pratt,C.B., Akil Bandali,P., Makangara Cigolo,J.-C., Hoff,N.A., Sabiti Nundu,S., Mulopo Mukanya,N., Ngimba,M., Modrada Madakpa,B., Diavita,R., Paku Tshambu,P., Pukuta Simbu,E., Merritt,S., O'Toole,A., Low,N., Nkuba Ndaye,A., Kavunga Membo,H., Shongo,R., Malembi,E., Kalonji,T., Kacita,C., Lokilo Lofiko,E., Kavira Bapitani,S., Rilia,O., Muswamba,P.-C., Muyembe Mawete,F., Lumembe,R., Kabamba,G., Kenye,M., Citenga,A., Cikaya,F., Yungwe,Z., Matondo,M., Kasongo,F., Tshiminyi,P., Bulabula,J., Nkawa,F., Muhindo Milonde,E., Kavira Kamaliro,A., Paluku Kalimuli,Z., Bodisa Matamu,T., Mubalama Mufungizi,J., Wiley,M.R., Devos,E., Bangwen,E., Brosius,I., Parker,E., Pilarowski,G., Liesenborghs,L., Wawina Bokalanga,T., Vercauteren,K., Mukadi Bamuleka,D., Subissi,L., Muyembe,J.-J., Kindrachuk,J., Guichet,E., Ayouba,A., Rambaut,A., Delaporte,E., Tessema,S.K., D'Ortenzio,E., Rimoin,A.W., Hensley,L.E., Mbala Kingebeni,P., Peeters,M., Ahuka Mundeke,S.		
23MPX1454C|PQ221778.1|2023-08-29	PQ221778.1	2023-08-29	Democratic Republic of the Congo	Maindombe,Inongo	196207	Homo sapiens			23MPX1454C	Kinganda Lusamaki,E., Amuri Aziza,A., Luakanda Ndelemo,G., Hasivirwe Vakaniaki,E., Fernandez Nunez,N., Pratt,C.B., Akil Bandali,P., Makangara Cigolo,J.-C., Hoff,N.A., Sabiti Nundu,S., Mulopo Mukanya,N., Ngimba,M., Modrada Madakpa,B., Diavita,R., Paku Tshambu,P., Pukuta Simbu,E., Merritt,S., O'Toole,A., Low,N., Nkuba Ndaye,A., Kavunga Membo,H., Shongo,R., Malembi,E., Kalonji,T., Kacita,C., Lokilo Lofiko,E., Kavira Bapitani,S., Rilia,O., Muswamba,P.-C., Muyembe Mawete,F., Lumembe,R., Kabamba,G., Kenye,M., Citenga,A., Cikaya,F., Yungwe,Z., Matondo,M., Kasongo,F., Tshiminyi,P., Bulabula,J., Nkawa,F., Muhindo Milonde,E., Kavira Kamaliro,A., Paluku Kalimuli,Z., Bodisa Matamu,T., Mubalama Mufungizi,J., Wiley,M.R., Devos,E., Bangwen,E., Brosius,I., Parker,E., Pilarowski,G., Liesenborghs,L., Wawina Bokalanga,T., Vercauteren,K., Mukadi Bamuleka,D., Subissi,L., Muyembe,J.-J., Kindrachuk,J., Guichet,E., Ayouba,A., Rambaut,A., Delaporte,E., Tessema,S.K., D'Ortenzio,E., Rimoin,A.W., Hensley,L.E., Mbala Kingebeni,P., Peeters,M., Ahuka Mundeke,S.		
23MPX1455C|PQ221779.1|2023-08-22	PQ221779.1	2023-08-22	Democratic Republic of the Congo	Maindombe,Kiri	184123	Homo sapiens			23MPX1455C	Kinganda Lusamaki,E., Amuri Aziza,A., Luakanda Ndelemo,G., Hasivirwe Vakaniaki,E., Fernandez Nunez,N., Pratt,C.B., Akil Bandali,P., Makangara Cigolo,J.-C., Hoff,N.A., Sabiti Nundu,S., Mulopo Mukanya,N., Ngimba,M., Modrada Madakpa,B., Diavita,R., Paku Tshambu,P., Pukuta Simbu,E., Merritt,S., O'Toole,A., Low,N., Nkuba Ndaye,A., Kavunga Membo,H., Shongo,R., Malembi,E., Kalonji,T., Kacita,C., Lokilo Lofiko,E., Kavira Bapitani,S., Rilia,O., Muswamba,P.-C., Muyembe Mawete,F., Lumembe,R., Kabamba,G., Kenye,M., Citenga,A., Cikaya,F., Yungwe,Z., Matondo,M., Kasongo,F., Tshiminyi,P., Bulabula,J., Nkawa,F., Muhindo Milonde,E., Kavira Kamaliro,A., Paluku Kalimuli,Z., Bodisa Matamu,T., Mubalama Mufungizi,J., Wiley,M.R., Devos,E., Bangwen,E., Brosius,I., Parker,E., Pilarowski,G., Liesenborghs,L., Wawina Bokalanga,T., Vercauteren,K., Mukadi Bamuleka,D., Subissi,L., Muyembe,J.-J., Kindrachuk,J., Guichet,E., Ayouba,A., Rambaut,A., Delaporte,E., Tessema,S.K., D'Ortenzio,E., Rimoin,A.W., Hensley,L.E., Mbala Kingebeni,P., Peeters,M., Ahuka Mundeke,S.		
23MPX1457V|PQ221780.1|2023-08-22	PQ221780.1	2023-08-22	Democratic Republic of the Congo	Maindombe,Kiri	196686	Homo sapiens			23MPX1457V	Kinganda Lusamaki,E., Amuri Aziza,A., Luakanda Ndelemo,G., Hasivirwe Vakaniaki,E., Fernandez Nunez,N., Pratt,C.B., Akil Bandali,P., Makangara Cigolo,J.-C., Hoff,N.A., Sabiti Nundu,S., Mulopo Mukanya,N., Ngimba,M., Modrada Madakpa,B., Diavita,R., Paku Tshambu,P., Pukuta Simbu,E., Merritt,S., O'Toole,A., Low,N., Nkuba Ndaye,A., Kavunga Membo,H., Shongo,R., Malembi,E., Kalonji,T., Kacita,C., Lokilo Lofiko,E., Kavira Bapitani,S., Rilia,O., Muswamba,P.-C., Muyembe Mawete,F., Lumembe,R., Kabamba,G., Kenye,M., Citenga,A., Cikaya,F., Yungwe,Z., Matondo,M., Kasongo,F., Tshiminyi,P., Bulabula,J., Nkawa,F., Muhindo Milonde,E., Kavira Kamaliro,A., Paluku Kalimuli,Z., Bodisa Matamu,T., Mubalama Mufungizi,J., Wiley,M.R., Devos,E., Bangwen,E., Brosius,I., Parker,E., Pilarowski,G., Liesenborghs,L., Wawina Bokalanga,T., Vercauteren,K., Mukadi Bamuleka,D., Subissi,L., Muyembe,J.-J., Kindrachuk,J., Guichet,E., Ayouba,A., Rambaut,A., Delaporte,E., Tessema,S.K., D'Ortenzio,E., Rimoin,A.W., Hensley,L.E., Mbala Kingebeni,P., Peeters,M., Ahuka Mundeke,S.		
23MPX1458V|PQ221781.1|2023-09-22	PQ221781.1	2023-09-22	Democratic Republic of the Congo	Maindombe,Kiri	196251	Homo sapiens			23MPX1458V	Kinganda Lusamaki,E., Amuri Aziza,A., Luakanda Ndelemo,G., Hasivirwe Vakaniaki,E., Fernandez Nunez,N., Pratt,C.B., Akil Bandali,P., Makangara Cigolo,J.-C., Hoff,N.A., Sabiti Nundu,S., Mulopo Mukanya,N., Ngimba,M., Modrada Madakpa,B., Diavita,R., Paku Tshambu,P., Pukuta Simbu,E., Merritt,S., O'Toole,A., Low,N., Nkuba Ndaye,A., Kavunga Membo,H., Shongo,R., Malembi,E., Kalonji,T., Kacita,C., Lokilo Lofiko,E., Kavira Bapitani,S., Rilia,O., Muswamba,P.-C., Muyembe Mawete,F., Lumembe,R., Kabamba,G., Kenye,M., Citenga,A., Cikaya,F., Yungwe,Z., Matondo,M., Kasongo,F., Tshiminyi,P., Bulabula,J., Nkawa,F., Muhindo Milonde,E., Kavira Kamaliro,A., Paluku Kalimuli,Z., Bodisa Matamu,T., Mubalama Mufungizi,J., Wiley,M.R., Devos,E., Bangwen,E., Brosius,I., Parker,E., Pilarowski,G., Liesenborghs,L., Wawina Bokalanga,T., Vercauteren,K., Mukadi Bamuleka,D., Subissi,L., Muyembe,J.-J., Kindrachuk,J., Guichet,E., Ayouba,A., Rambaut,A., Delaporte,E., Tessema,S.K., D'Ortenzio,E., Rimoin,A.W., Hensley,L.E., Mbala Kingebeni,P., Peeters,M., Ahuka Mundeke,S.		
23MPX1460C|PQ221782.1|2023-08-22	PQ221782.1	2023-08-22	Democratic Republic of the Congo	Maindombe,Kiri	196808	Homo sapiens			23MPX1460C	Kinganda Lusamaki,E., Amuri Aziza,A., Luakanda Ndelemo,G., Hasivirwe Vakaniaki,E., Fernandez Nunez,N., Pratt,C.B., Akil Bandali,P., Makangara Cigolo,J.-C., Hoff,N.A., Sabiti Nundu,S., Mulopo Mukanya,N., Ngimba,M., Modrada Madakpa,B., Diavita,R., Paku Tshambu,P., Pukuta Simbu,E., Merritt,S., O'Toole,A., Low,N., Nkuba Ndaye,A., Kavunga Membo,H., Shongo,R., Malembi,E., Kalonji,T., Kacita,C., Lokilo Lofiko,E., Kavira Bapitani,S., Rilia,O., Muswamba,P.-C., Muyembe Mawete,F., Lumembe,R., Kabamba,G., Kenye,M., Citenga,A., Cikaya,F., Yungwe,Z., Matondo,M., Kasongo,F., Tshiminyi,P., Bulabula,J., Nkawa,F., Muhindo Milonde,E., Kavira Kamaliro,A., Paluku Kalimuli,Z., Bodisa Matamu,T., Mubalama Mufungizi,J., Wiley,M.R., Devos,E., Bangwen,E., Brosius,I., Parker,E., Pilarowski,G., Liesenborghs,L., Wawina Bokalanga,T., Vercauteren,K., Mukadi Bamuleka,D., Subissi,L., Muyembe,J.-J., Kindrachuk,J., Guichet,E., Ayouba,A., Rambaut,A., Delaporte,E., Tessema,S.K., D'Ortenzio,E., Rimoin,A.W., Hensley,L.E., Mbala Kingebeni,P., Peeters,M., Ahuka Mundeke,S.		
23MPX1462C|PQ221783.1|2023-09-23	PQ221783.1	2023-09-23	Democratic Republic of the Congo	Tshopo,Kisangani	196870	Homo sapiens			23MPX1462C	Kinganda Lusamaki,E., Amuri Aziza,A., Luakanda Ndelemo,G., Hasivirwe Vakaniaki,E., Fernandez Nunez,N., Pratt,C.B., Akil Bandali,P., Makangara Cigolo,J.-C., Hoff,N.A., Sabiti Nundu,S., Mulopo Mukanya,N., Ngimba,M., Modrada Madakpa,B., Diavita,R., Paku Tshambu,P., Pukuta Simbu,E., Merritt,S., O'Toole,A., Low,N., Nkuba Ndaye,A., Kavunga Membo,H., Shongo,R., Malembi,E., Kalonji,T., Kacita,C., Lokilo Lofiko,E., Kavira Bapitani,S., Rilia,O., Muswamba,P.-C., Muyembe Mawete,F., Lumembe,R., Kabamba,G., Kenye,M., Citenga,A., Cikaya,F., Yungwe,Z., Matondo,M., Kasongo,F., Tshiminyi,P., Bulabula,J., Nkawa,F., Muhindo Milonde,E., Kavira Kamaliro,A., Paluku Kalimuli,Z., Bodisa Matamu,T., Mubalama Mufungizi,J., Wiley,M.R., Devos,E., Bangwen,E., Brosius,I., Parker,E., Pilarowski,G., Liesenborghs,L., Wawina Bokalanga,T., Vercauteren,K., Mukadi Bamuleka,D., Subissi,L., Muyembe,J.-J., Kindrachuk,J., Guichet,E., Ayouba,A., Rambaut,A., Delaporte,E., Tessema,S.K., D'Ortenzio,E., Rimoin,A.W., Hensley,L.E., Mbala Kingebeni,P., Peeters,M., Ahuka Mundeke,S.		
23MPX1463V|PQ221784.1|2023-09-25	PQ221784.1	2023-09-25	Democratic Republic of the Congo	Tshopo,Kisangani	196815	Homo sapiens			23MPX1463V	Kinganda Lusamaki,E., Amuri Aziza,A., Luakanda Ndelemo,G., Hasivirwe Vakaniaki,E., Fernandez Nunez,N., Pratt,C.B., Akil Bandali,P., Makangara Cigolo,J.-C., Hoff,N.A., Sabiti Nundu,S., Mulopo Mukanya,N., Ngimba,M., Modrada Madakpa,B., Diavita,R., Paku Tshambu,P., Pukuta Simbu,E., Merritt,S., O'Toole,A., Low,N., Nkuba Ndaye,A., Kavunga Membo,H., Shongo,R., Malembi,E., Kalonji,T., Kacita,C., Lokilo Lofiko,E., Kavira Bapitani,S., Rilia,O., Muswamba,P.-C., Muyembe Mawete,F., Lumembe,R., Kabamba,G., Kenye,M., Citenga,A., Cikaya,F., Yungwe,Z., Matondo,M., Kasongo,F., Tshiminyi,P., Bulabula,J., Nkawa,F., Muhindo Milonde,E., Kavira Kamaliro,A., Paluku Kalimuli,Z., Bodisa Matamu,T., Mubalama Mufungizi,J., Wiley,M.R., Devos,E., Bangwen,E., Brosius,I., Parker,E., Pilarowski,G., Liesenborghs,L., Wawina Bokalanga,T., Vercauteren,K., Mukadi Bamuleka,D., Subissi,L., Muyembe,J.-J., Kindrachuk,J., Guichet,E., Ayouba,A., Rambaut,A., Delaporte,E., Tessema,S.K., D'Ortenzio,E., Rimoin,A.W., Hensley,L.E., Mbala Kingebeni,P., Peeters,M., Ahuka Mundeke,S.		
23MPX1464V|PQ221785.1|2023-09-28	PQ221785.1	2023-09-28	Democratic Republic of the Congo	Tshopo,Kisangani	196723	Homo sapiens			23MPX1464V	Kinganda Lusamaki,E., Amuri Aziza,A., Luakanda Ndelemo,G., Hasivirwe Vakaniaki,E., Fernandez Nunez,N., Pratt,C.B., Akil Bandali,P., Makangara Cigolo,J.-C., Hoff,N.A., Sabiti Nundu,S., Mulopo Mukanya,N., Ngimba,M., Modrada Madakpa,B., Diavita,R., Paku Tshambu,P., Pukuta Simbu,E., Merritt,S., O'Toole,A., Low,N., Nkuba Ndaye,A., Kavunga Membo,H., Shongo,R., Malembi,E., Kalonji,T., Kacita,C., Lokilo Lofiko,E., Kavira Bapitani,S., Rilia,O., Muswamba,P.-C., Muyembe Mawete,F., Lumembe,R., Kabamba,G., Kenye,M., Citenga,A., Cikaya,F., Yungwe,Z., Matondo,M., Kasongo,F., Tshiminyi,P., Bulabula,J., Nkawa,F., Muhindo Milonde,E., Kavira Kamaliro,A., Paluku Kalimuli,Z., Bodisa Matamu,T., Mubalama Mufungizi,J., Wiley,M.R., Devos,E., Bangwen,E., Brosius,I., Parker,E., Pilarowski,G., Liesenborghs,L., Wawina Bokalanga,T., Vercauteren,K., Mukadi Bamuleka,D., Subissi,L., Muyembe,J.-J., Kindrachuk,J., Guichet,E., Ayouba,A., Rambaut,A., Delaporte,E., Tessema,S.K., D'Ortenzio,E., Rimoin,A.W., Hensley,L.E., Mbala Kingebeni,P., Peeters,M., Ahuka Mundeke,S.		
23MPX1470V|PQ221786.1|2023-10-04	PQ221786.1	2023-10-04	Democratic Republic of the Congo	Equateur,Ntondo	196879	Homo sapiens			23MPX1470V	Kinganda Lusamaki,E., Amuri Aziza,A., Luakanda Ndelemo,G., Hasivirwe Vakaniaki,E., Fernandez Nunez,N., Pratt,C.B., Akil Bandali,P., Makangara Cigolo,J.-C., Hoff,N.A., Sabiti Nundu,S., Mulopo Mukanya,N., Ngimba,M., Modrada Madakpa,B., Diavita,R., Paku Tshambu,P., Pukuta Simbu,E., Merritt,S., O'Toole,A., Low,N., Nkuba Ndaye,A., Kavunga Membo,H., Shongo,R., Malembi,E., Kalonji,T., Kacita,C., Lokilo Lofiko,E., Kavira Bapitani,S., Rilia,O., Muswamba,P.-C., Muyembe Mawete,F., Lumembe,R., Kabamba,G., Kenye,M., Citenga,A., Cikaya,F., Yungwe,Z., Matondo,M., Kasongo,F., Tshiminyi,P., Bulabula,J., Nkawa,F., Muhindo Milonde,E., Kavira Kamaliro,A., Paluku Kalimuli,Z., Bodisa Matamu,T., Mubalama Mufungizi,J., Wiley,M.R., Devos,E., Bangwen,E., Brosius,I., Parker,E., Pilarowski,G., Liesenborghs,L., Wawina Bokalanga,T., Vercauteren,K., Mukadi Bamuleka,D., Subissi,L., Muyembe,J.-J., Kindrachuk,J., Guichet,E., Ayouba,A., Rambaut,A., Delaporte,E., Tessema,S.K., D'Ortenzio,E., Rimoin,A.W., Hensley,L.E., Mbala Kingebeni,P., Peeters,M., Ahuka Mundeke,S.		
23MPX1471V|PQ221787.1|2023-10-04	PQ221787.1	2023-10-04	Democratic Republic of the Congo	Equateur,Ntondo	196845	Homo sapiens			23MPX1471V	Kinganda Lusamaki,E., Amuri Aziza,A., Luakanda Ndelemo,G., Hasivirwe Vakaniaki,E., Fernandez Nunez,N., Pratt,C.B., Akil Bandali,P., Makangara Cigolo,J.-C., Hoff,N.A., Sabiti Nundu,S., Mulopo Mukanya,N., Ngimba,M., Modrada Madakpa,B., Diavita,R., Paku Tshambu,P., Pukuta Simbu,E., Merritt,S., O'Toole,A., Low,N., Nkuba Ndaye,A., Kavunga Membo,H., Shongo,R., Malembi,E., Kalonji,T., Kacita,C., Lokilo Lofiko,E., Kavira Bapitani,S., Rilia,O., Muswamba,P.-C., Muyembe Mawete,F., Lumembe,R., Kabamba,G., Kenye,M., Citenga,A., Cikaya,F., Yungwe,Z., Matondo,M., Kasongo,F., Tshiminyi,P., Bulabula,J., Nkawa,F., Muhindo Milonde,E., Kavira Kamaliro,A., Paluku Kalimuli,Z., Bodisa Matamu,T., Mubalama Mufungizi,J., Wiley,M.R., Devos,E., Bangwen,E., Brosius,I., Parker,E., Pilarowski,G., Liesenborghs,L., Wawina Bokalanga,T., Vercauteren,K., Mukadi Bamuleka,D., Subissi,L., Muyembe,J.-J., Kindrachuk,J., Guichet,E., Ayouba,A., Rambaut,A., Delaporte,E., Tessema,S.K., D'Ortenzio,E., Rimoin,A.W., Hensley,L.E., Mbala Kingebeni,P., Peeters,M., Ahuka Mundeke,S.		
23MPX1478C|PQ221788.1|2023-10-06	PQ221788.1	2023-10-06	Democratic Republic of the Congo	Kinshasa,Lemba	196867	Homo sapiens			23MPX1478C	Kinganda Lusamaki,E., Amuri Aziza,A., Luakanda Ndelemo,G., Hasivirwe Vakaniaki,E., Fernandez Nunez,N., Pratt,C.B., Akil Bandali,P., Makangara Cigolo,J.-C., Hoff,N.A., Sabiti Nundu,S., Mulopo Mukanya,N., Ngimba,M., Modrada Madakpa,B., Diavita,R., Paku Tshambu,P., Pukuta Simbu,E., Merritt,S., O'Toole,A., Low,N., Nkuba Ndaye,A., Kavunga Membo,H., Shongo,R., Malembi,E., Kalonji,T., Kacita,C., Lokilo Lofiko,E., Kavira Bapitani,S., Rilia,O., Muswamba,P.-C., Muyembe Mawete,F., Lumembe,R., Kabamba,G., Kenye,M., Citenga,A., Cikaya,F., Yungwe,Z., Matondo,M., Kasongo,F., Tshiminyi,P., Bulabula,J., Nkawa,F., Muhindo Milonde,E., Kavira Kamaliro,A., Paluku Kalimuli,Z., Bodisa Matamu,T., Mubalama Mufungizi,J., Wiley,M.R., Devos,E., Bangwen,E., Brosius,I., Parker,E., Pilarowski,G., Liesenborghs,L., Wawina Bokalanga,T., Vercauteren,K., Mukadi Bamuleka,D., Subissi,L., Muyembe,J.-J., Kindrachuk,J., Guichet,E., Ayouba,A., Rambaut,A., Delaporte,E., Tessema,S.K., D'Ortenzio,E., Rimoin,A.W., Hensley,L.E., Mbala Kingebeni,P., Peeters,M., Ahuka Mundeke,S.		
23MPX1484V|PQ221789.1|2023-10-01	PQ221789.1	2023-10-01	Democratic Republic of the Congo	Sankuru,Vanga-Kete	196613	Homo sapiens			23MPX1484V	Kinganda Lusamaki,E., Amuri Aziza,A., Luakanda Ndelemo,G., Hasivirwe Vakaniaki,E., Fernandez Nunez,N., Pratt,C.B., Akil Bandali,P., Makangara Cigolo,J.-C., Hoff,N.A., Sabiti Nundu,S., Mulopo Mukanya,N., Ngimba,M., Modrada Madakpa,B., Diavita,R., Paku Tshambu,P., Pukuta Simbu,E., Merritt,S., O'Toole,A., Low,N., Nkuba Ndaye,A., Kavunga Membo,H., Shongo,R., Malembi,E., Kalonji,T., Kacita,C., Lokilo Lofiko,E., Kavira Bapitani,S., Rilia,O., Muswamba,P.-C., Muyembe Mawete,F., Lumembe,R., Kabamba,G., Kenye,M., Citenga,A., Cikaya,F., Yungwe,Z., Matondo,M., Kasongo,F., Tshiminyi,P., Bulabula,J., Nkawa,F., Muhindo Milonde,E., Kavira Kamaliro,A., Paluku Kalimuli,Z., Bodisa Matamu,T., Mubalama Mufungizi,J., Wiley,M.R., Devos,E., Bangwen,E., Brosius,I., Parker,E., Pilarowski,G., Liesenborghs,L., Wawina Bokalanga,T., Vercauteren,K., Mukadi Bamuleka,D., Subissi,L., Muyembe,J.-J., Kindrachuk,J., Guichet,E., Ayouba,A., Rambaut,A., Delaporte,E., Tessema,S.K., D'Ortenzio,E., Rimoin,A.W., Hensley,L.E., Mbala Kingebeni,P., Peeters,M., Ahuka Mundeke,S.		
23MPX1493S|PQ221790.1|2023-10-02	PQ221790.1	2023-10-02	Democratic Republic of the Congo	Equateur,Lotumbe	196250	Homo sapiens			23MPX1493S	Kinganda Lusamaki,E., Amuri Aziza,A., Luakanda Ndelemo,G., Hasivirwe Vakaniaki,E., Fernandez Nunez,N., Pratt,C.B., Akil Bandali,P., Makangara Cigolo,J.-C., Hoff,N.A., Sabiti Nundu,S., Mulopo Mukanya,N., Ngimba,M., Modrada Madakpa,B., Diavita,R., Paku Tshambu,P., Pukuta Simbu,E., Merritt,S., O'Toole,A., Low,N., Nkuba Ndaye,A., Kavunga Membo,H., Shongo,R., Malembi,E., Kalonji,T., Kacita,C., Lokilo Lofiko,E., Kavira Bapitani,S., Rilia,O., Muswamba,P.-C., Muyembe Mawete,F., Lumembe,R., Kabamba,G., Kenye,M., Citenga,A., Cikaya,F., Yungwe,Z., Matondo,M., Kasongo,F., Tshiminyi,P., Bulabula,J., Nkawa,F., Muhindo Milonde,E., Kavira Kamaliro,A., Paluku Kalimuli,Z., Bodisa Matamu,T., Mubalama Mufungizi,J., Wiley,M.R., Devos,E., Bangwen,E., Brosius,I., Parker,E., Pilarowski,G., Liesenborghs,L., Wawina Bokalanga,T., Vercauteren,K., Mukadi Bamuleka,D., Subissi,L., Muyembe,J.-J., Kindrachuk,J., Guichet,E., Ayouba,A., Rambaut,A., Delaporte,E., Tessema,S.K., D'Ortenzio,E., Rimoin,A.W., Hensley,L.E., Mbala Kingebeni,P., Peeters,M., Ahuka Mundeke,S.		
23MPX1495S|PQ221791.1|2023-10-03	PQ221791.1	2023-10-03	Democratic Republic of the Congo	Equateur,Lotumbe	196232	Homo sapiens			23MPX1495S	Kinganda Lusamaki,E., Amuri Aziza,A., Luakanda Ndelemo,G., Hasivirwe Vakaniaki,E., Fernandez Nunez,N., Pratt,C.B., Akil Bandali,P., Makangara Cigolo,J.-C., Hoff,N.A., Sabiti Nundu,S., Mulopo Mukanya,N., Ngimba,M., Modrada Madakpa,B., Diavita,R., Paku Tshambu,P., Pukuta Simbu,E., Merritt,S., O'Toole,A., Low,N., Nkuba Ndaye,A., Kavunga Membo,H., Shongo,R., Malembi,E., Kalonji,T., Kacita,C., Lokilo Lofiko,E., Kavira Bapitani,S., Rilia,O., Muswamba,P.-C., Muyembe Mawete,F., Lumembe,R., Kabamba,G., Kenye,M., Citenga,A., Cikaya,F., Yungwe,Z., Matondo,M., Kasongo,F., Tshiminyi,P., Bulabula,J., Nkawa,F., Muhindo Milonde,E., Kavira Kamaliro,A., Paluku Kalimuli,Z., Bodisa Matamu,T., Mubalama Mufungizi,J., Wiley,M.R., Devos,E., Bangwen,E., Brosius,I., Parker,E., Pilarowski,G., Liesenborghs,L., Wawina Bokalanga,T., Vercauteren,K., Mukadi Bamuleka,D., Subissi,L., Muyembe,J.-J., Kindrachuk,J., Guichet,E., Ayouba,A., Rambaut,A., Delaporte,E., Tessema,S.K., D'Ortenzio,E., Rimoin,A.W., Hensley,L.E., Mbala Kingebeni,P., Peeters,M., Ahuka Mundeke,S.		
